Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.104,0.567,0.600,-0.516
0.018,0.486,0.519,-0.606
-0.079,0.395,0.428,-0.709
-0.178,0.302,0.336,-0.813
-0.275,0.212,0.247,-0.916
-0.374,0.121,0.157,-1.021
-0.469,0.034,0.071,-1.123
-0.565,-0.053,-0.015,-1.226
-0.659,-0.137,-0.099,-1.326
-0.752,-0.221,-0.181,-1.426
-0.841,-0.301,-0.261,-1.523
-0.932,-0.382,-0.341,-1.621
-1.019,-0.459,-0.417,-1.715
-1.106,-0.536,-0.493,-1.809
-1.189,-0.609,-0.566,-1.900
-1.291,-0.698,-0.654,-2.011
-1.372,-0.768,-0.724,-2.100
-1.467,-0.851,-0.805,-2.204
-1.563,-0.934,-0.888,-2.310
-1.641,-1.001,-0.954,-2.396
-1.731,-1.077,-1.030,-2.495
-1.823,-1.155,-1.107,-2.596
-1.915,-1.233,-1.185,-2.698
-1.997,-1.300,-1.252,-2.791
-2.082,-1.369,-1.320,-2.885
-2.166,-1.436,-1.386,-2.981
-2.247,-1.500,-1.450,-3.073
-2.327,-1.563,-1.512,-3.163
-2.405,-1.623,-1.572,-3.251
-2.484,-1.684,-1.633,-3.342
-2.557,-1.739,-1.687,-3.424
-2.631,-1.795,-1.743,-3.510
-2.704,-1.848,-1.796,-3.594
-2.773,-1.895,-1.843,-3.674
-2.840,-1.940,-1.888,-3.752
-2.902,-1.980,-1.928,-3.826
-2.963,-2.019,-1.967,-3.898
-2.974,-2.026,-1.974,-3.912
0.387,0.743,0.766,-0.132
0.347,0.705,0.728,-0.175
0.339,0.698,0.721,-0.183
0.335,0.693,0.717,-0.187
0.333,0.691,0.714,-0.188
0.333,0.690,0.713,-0.187
0.335,0.690,0.713,-0.184
0.337,0.691,0.714,-0.181
0.340,0.692,0.715,-0.176
0.342,0.692,0.715,-0.173
0.344,0.693,0.716,-0.169
0.346,0.693,0.716,-0.166
0.347,0.694,0.716,-0.163
0.348,0.694,0.716,-0.161
0.349,0.694,0.716,-0.159
0.349,0.694,0.716,-0.159
0.349,0.693,0.716,-0.159
0.349,0.693,0.715,-0.158
0.349,0.691,0.714,-0.158
0.347,0.690,0.712,-0.159
0.345,0.687,0.710,-0.162
0.342,0.685,0.707,-0.165
0.338,0.681,0.704,-0.169
0.335,0.678,0.701,-0.173
0.333,0.677,0.700,-0.174
0.328,0.672,0.695,-0.181
0.321,0.667,0.689,-0.189
0.313,0.660,0.683,-0.198
0.304,0.653,0.676,-0.209
0.294,0.645,0.668,-0.220
0.283,0.635,0.658,-0.234
0.270,0.624,0.648,-0.247
0.255,0.611,0.635,-0.265
0.238,0.597,0.620,-0.285
0.233,0.593,0.617,-0.290
0.194,0.559,0.583,-0.335
0.131,0.504,0.529,-0.406
0.047,0.431,0.457,-0.500
-0.037,0.357,0.384,-0.595
-0.118,0.286,0.314,-0.685
-0.200,0.215,0.243,-0.776
-0.284,0.140,0.169,-0.869
-0.364,0.069,0.099,-0.957
-0.371,0.062,0.093,-0.964
-0.372,0.061,0.092,-0.966
-0.462,-0.019,0.012,-1.064
-0.540,-0.089,-0.056,-1.149
-0.602,-0.144,-0.112,-1.218
-0.624,-0.163,-0.130,-1.241
-0.632,-0.170,-0.137,-1.250
-0.591,-0.135,-0.102,-1.206
-0.566,-0.112,-0.080,-1.178
-0.547,-0.095,-0.063,-1.157
-0.613,-0.154,-0.121,-1.230
-0.699,-0.230,-0.196,-1.324
-0.818,-0.334,-0.299,-1.454
-0.938,-0.440,-0.403,-1.587
-1.044,-0.532,-0.493,-1.704
-1.144,-0.618,-0.578,-1.814
-1.239,-0.699,-0.658,-1.919
-1.331,-0.776,-0.734,-2.022
-1.421,-0.851,-0.808,-2.123
-1.502,-0.916,-0.871,-2.217
-1.573,-0.961,-0.915,-2.306
-1.628,-0.998,-0.952,-2.374
-1.711,-1.067,-1.021,-2.468
-1.793,-1.134,-1.086,-2.560
-1.874,-1.199,-1.151,-2.651
-1.957,-1.264,-1.216,-2.746
-2.040,-1.333,-1.284,-2.839
-2.143,-1.429,-1.379,-2.946
-2.302,-1.617,-1.568,-3.085
-2.448,-1.828,-1.781,-3.186
29.986,30.723,30.769,29.163
