Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.375,0.538,0.548,0.090
0.374,0.537,0.547,0.089
0.373,0.536,0.547,0.088
0.372,0.536,0.546,0.085
0.371,0.536,0.546,0.085
0.369,0.535,0.546,0.080
0.366,0.535,0.546,0.072
0.362,0.535,0.546,0.063
0.358,0.535,0.546,0.052
0.353,0.536,0.547,0.039
0.347,0.536,0.548,0.024
0.340,0.537,0.549,0.006
0.337,0.538,0.550,-0.002
0.336,0.539,0.551,-0.006
0.329,0.541,0.554,-0.027
0.321,0.544,0.557,-0.047
0.313,0.547,0.560,-0.071
0.303,0.548,0.562,-0.095
0.293,0.547,0.561,-0.116
0.281,0.544,0.559,-0.139
0.270,0.540,0.555,-0.159
0.257,0.534,0.549,-0.180
0.242,0.525,0.541,-0.203
0.222,0.513,0.529,-0.231
0.247,0.529,0.545,-0.196
0.213,0.507,0.524,-0.244
0.171,0.477,0.494,-0.298
0.103,0.422,0.440,-0.382
0.022,0.355,0.374,-0.478
-0.064,0.282,0.302,-0.578
-0.153,0.206,0.227,-0.678
-0.241,0.128,0.150,-0.777
-0.299,0.076,0.098,-0.840
-0.300,0.074,0.097,-0.842
-0.394,-0.012,0.012,-0.944
-0.479,-0.090,-0.066,-1.035
-0.549,-0.155,-0.130,-1.110
-0.585,-0.189,-0.164,-1.149
-0.618,-0.219,-0.195,-1.184
-0.591,-0.194,-0.170,-1.154
-0.543,-0.149,-0.125,-1.103
-0.601,-0.202,-0.177,-1.165
-0.665,-0.261,-0.236,-1.235
-0.771,-0.359,-0.333,-1.348
-0.907,-0.485,-0.458,-1.493
-1.024,-0.594,-0.566,-1.618
-1.130,-0.692,-0.663,-1.731
-1.233,-0.787,-0.758,-1.840
-1.333,-0.880,-0.850,-1.947
-1.430,-0.970,-0.939,-2.051
-1.528,-1.060,-1.028,-2.155
-1.627,-1.149,-1.116,-2.262
-1.727,-1.237,-1.203,-2.370
-1.825,-1.323,-1.288,-2.478
-1.921,-1.406,-1.370,-2.584
-2.016,-1.487,-1.449,-2.689
-2.112,-1.568,-1.529,-2.796
-2.207,-1.647,-1.607,-2.903
-2.298,-1.721,-1.679,-3.006
-2.387,-1.793,-1.749,-3.108
-2.473,-1.858,-1.813,-3.209
-2.561,-1.929,-1.883,-3.308
-2.654,-2.004,-1.958,-3.413
-2.755,-2.085,-2.038,-3.527
-2.814,-2.132,-2.085,-3.594
-2.870,-2.177,-2.129,-3.658
-2.943,-2.235,-2.186,-3.741
-3.018,-2.292,-2.243,-3.826
-3.131,-2.362,-2.312,-3.967
-2.721,-2.044,-1.996,-3.498
-2.403,-1.792,-1.748,-3.136
-1.948,-1.430,-1.394,-2.613
-1.963,-1.441,-1.404,-2.630
-2.171,-1.609,-1.569,-2.868
-2.552,-1.905,-1.858,-3.310
-2.879,-2.160,-2.111,-3.683
-3.089,-2.316,-2.265,-3.926
-3.201,-2.392,-2.341,-4.060
-3.259,-2.427,-2.376,-4.130
-3.294,-2.446,-2.395,-4.174
30.055,30.048,30.039,30.050
